'Date Rptd','DATE OCC',Mocodes,'Vict Age','Vict Sex','Vict Descent','Premis Cd','Weapon Used Cd',Status,'Crm Cd'
'6/16/20 0:00','6/16/20 0:00','1822 0329 1414',36,M,W,108,400,IC,8
'1/19/22 0:00','1/19/22 0:00','1300 0329 2004',57,M,B,122,400,IC,8
'2/17/20 0:00','2/17/20 0:00',329,46,M,A,122,400,IC,8
'5/5/23 0:00','5/4/23 0:00','0100 1202 1822',66,M,K,502,400,IC,3
'4/3/20 0:00','4/2/20 0:00','0385 1302',45,M,H,108,400,IC,3
'4/26/24 0:00','4/26/24 0:00','1814 0913 0444 0419 0416 0446 1309 2000',29,F,B,101,400,IC,7
'4/16/22 0:00','4/16/22 0:00','1202 1701 0913',71,M,H,104,400,AA,7
'2/11/21 0:00','2/11/21 0:00','2004 0421',54,M,O,401,511,AA,10
'8/18/22 0:00','8/17/22 0:00',344,36,M,H,101,400,IC,5
'4/15/22 0:00','4/14/22 0:00','0385 1300 0344',53,M,B,101,400,IC,4
'4/8/21 0:00','3/20/21 0:00',1501,14,F,W,501,400,AO,10
'9/27/23 0:00','9/27/23 0:00','0329 1822 1307',46,M,W,122,400,IC,8
'6/14/21 0:00','6/11/21 0:00','0344 2032',38,M,H,717,400,IC,4
'3/20/24 0:00','3/20/24 0:00','0344 1300 1822 1606 2032',33,F,B,507,400,IC,3
'6/5/22 0:00','6/4/22 0:00','0913 0554 0411 0400',41,M,O,101,223,IC,2
'3/7/24 0:00','3/5/24 0:00',1822,49,M,P,501,400,IC,3
'8/1/22 0:00','7/12/22 0:00','0913 2000 1814 1240 0416 0446',43,F,B,101,400,AO,7
'6/2/24 0:00','6/2/24 0:00','0344 1602 0329 0385',27,M,H,101,400,IC,4
'12/7/22 0:00','12/7/22 0:00','0344 1202',82,F,W,402,400,IC,4
'4/14/20 0:00','4/14/20 0:00','0100 0929',45,M,O,502,400,IC,3
'6/26/22 0:00','6/26/22 0:00','0416 0334 1300 0329 0913 0602 0400 1307 0557',31,M,H,501,207,AA,2
'11/26/20 0:00','11/26/20 0:00',329,35,F,O,501,400,IC,8
'9/11/21 0:00','9/3/21 0:00','0344 1606',43,F,H,104,400,IC,4
'4/23/20 0:00','4/21/20 0:00','1307 1300 0344',33,M,O,123,500,IC,3
'9/30/23 0:00','9/27/23 0:00','2000 0400 0417 1814 0913 2033',37,F,W,501,400,IC,7
'10/16/21 0:00','10/15/21 0:00','1606 0321 0344',59,M,W,101,400,IC,4
'10/4/22 0:00','10/3/22 0:00','0100 0344 1822',47,F,O,502,400,IC,3
'1/31/22 0:00','1/19/22 0:00','0929 0377',62,M,W,501,400,IC,3
'8/22/23 0:00','8/22/23 0:00','1608 0344 0910 0390',66,F,B,802,400,IC,3
'1/23/21 0:00','1/22/21 0:00','0329 1822',36,M,H,123,400,IC,8
'8/7/23 0:00','8/1/23 0:00','0329 0397 1822',36,M,H,502,400,IC,8
'12/2/20 0:00','12/2/20 0:00','0342 1822 0432 1310 0334 0209 0312 1019',36,F,H,101,106,IC,2
'3/9/22 0:00','3/9/22 0:00','0344 1606',56,F,W,501,500,IC,3
'5/19/20 0:00','5/19/20 0:00','0334 0913 2000 1813 1243 2002',28,F,B,121,207,IC,8
'11/5/23 0:00','11/1/23 0:00','0344 1302 1307',53,M,W,104,400,IC,3
'1/8/22 0:00','1/5/22 0:00',344,36,M,H,101,400,IC,5
'7/10/23 0:00','7/10/23 0:00','1822 0344 1606 0321 0216',29,M,H,501,400,IC,3
'4/11/23 0:00','4/10/23 0:00','0325 0344 1822',23,F,H,405,400,IC,4
'7/15/20 0:00','7/11/20 0:00',344,36,M,H,101,400,IC,5
'5/3/21 0:00','5/3/21 0:00','0913 0325 0346',40,F,H,101,400,IC,2
'3/3/24 0:00','3/1/24 0:00','0352 1205 0321 1609 0344',50,M,B,501,400,IC,3
'7/16/22 0:00','7/16/22 0:00','1100 0430 0913 1218 2060 1402',62,M,H,102,102,AA,1
'8/3/23 0:00','8/3/23 0:00','0329 1307',36,M,H,502,400,AO,8
'1/14/21 0:00','1/13/21 0:00','0400 0416 1822',43,M,W,109,312,AA,2
'10/17/21 0:00','10/17/21 0:00','0906 1100 0430 0913',35,M,B,502,102,AA,1
'3/22/22 0:00','3/21/22 0:00','1822 1609 0344',37,F,H,101,400,IC,3
'8/17/22 0:00','8/17/22 0:00','1252 0432 1822 0340',45,F,H,101,400,IC,5
'7/30/24 0:00','7/29/24 0:00','1822 1302 0344',61,M,W,101,400,IC,3
'12/3/23 0:00','12/2/23 0:00','1822 0325',36,M,H,404,400,IC,4
'4/18/23 0:00','4/18/23 0:00','0430 1259 1822 1300 1407 1419 1100 0906',17,M,H,102,102,IC,2
'9/27/22 0:00','9/27/22 0:00','1609 1307 0358 0344 1822',35,F,B,108,400,IC,3
'4/22/22 0:00','4/22/22 0:00',344,36,M,H,101,400,IC,5
'11/25/21 0:00','11/25/21 0:00','0913 2000 1814 0448 0400',40,F,H,502,400,IC,7
'11/20/20 0:00','11/19/20 0:00',1259,15,M,H,101,400,IC,4
'3/18/23 0:00','3/18/23 0:00','0444 1234 0448',50,M,B,733,400,AO,7
'7/20/20 0:00','7/20/20 0:00','0305 0429 0432 0444 1309 1822',55,M,H,501,400,IC,7
'2/22/20 0:00','2/21/20 0:00','0325 1402 2004',36,M,H,404,400,IC,4
'1/5/21 0:00','1/2/21 0:00','1822 0100 0930',34,F,B,501,400,IC,3
'7/25/21 0:00','7/25/21 0:00','2000 0913 1813 1814 0400 0432 0421',44,F,B,501,511,AO,10
'6/14/20 0:00','6/14/20 0:00',344,57,M,W,504,400,IC,4
'5/30/23 0:00','5/25/23 0:00',344,36,M,H,101,400,IC,5
'3/15/21 0:00','3/12/21 0:00',329,74,M,C,108,400,IC,8
'1/7/22 0:00','12/27/21 0:00',385,39,M,H,103,400,IC,3
'1/28/23 0:00','1/28/23 0:00','0416 0913',23,F,H,502,400,AO,7
'9/21/21 0:00','9/21/21 0:00','0913 2000 1814 2033 0416 0446',53,F,W,502,400,IC,7
'12/12/23 0:00','12/12/23 0:00',910,36,M,H,900,400,IC,10
'8/27/22 0:00','8/23/22 0:00',344,61,F,B,124,400,IC,4
'7/9/24 0:00','7/6/24 0:00',344,36,M,H,101,400,IC,4
'3/4/22 0:00','3/4/22 0:00','0913 0603 0416 0448 0432',40,M,B,501,400,IC,7
'3/14/24 0:00','3/5/24 0:00',917,56,M,F,502,400,IC,3
'4/29/24 0:00','4/29/24 0:00',344,36,M,H,101,400,IC,5
'5/2/23 0:00','5/2/23 0:00','0913 0443 1817 0319 0359 0906',43,M,W,518,511,AO,10
'1/11/22 0:00','1/11/22 0:00',325,28,M,H,404,400,IC,4
'6/10/20 0:00','6/9/20 0:00','0329 1267',38,M,W,501,400,IC,8
'9/26/23 0:00','9/23/23 0:00','1822 0394',39,M,W,501,400,IC,3
'8/10/23 0:00','8/9/23 0:00','0329 1609',36,F,W,504,400,IC,8
'3/31/24 0:00','3/30/24 0:00',344,36,M,H,122,400,IC,4
'11/25/21 0:00','11/24/21 0:00','0329 0344 1300',36,M,H,101,500,IC,3
'6/23/21 0:00','6/23/21 0:00','0421 1822 0334',25,M,O,102,208,IC,8
'4/29/21 0:00','4/29/21 0:00','1822 0945 0104 0378 1420 0352 0325 0344 0400',36,M,H,203,400,IC,2
'2/14/20 0:00','2/14/20 0:00','0906 1402 0325 0216 1816',36,M,H,410,400,IC,2
'11/28/22 0:00','9/28/22 0:00',377,20,F,W,501,400,IC,3
'8/11/20 0:00','8/11/20 0:00','0416 0913 1810',64,M,W,501,400,AO,7
'6/15/23 0:00','6/15/23 0:00','0913 1300 1814 2000 0408',46,F,W,501,400,AO,7
'6/9/22 0:00','6/8/22 0:00','1822 0443 0325 0432 0945',36,M,O,402,511,IC,2
'7/6/20 0:00','7/6/20 0:00','0344 1822 1606',53,M,O,101,400,IC,3
'6/28/21 0:00','6/28/21 0:00',344,36,M,H,101,400,IC,4
'5/29/22 0:00','5/29/22 0:00','1822 0334',40,M,H,103,102,IC,8
'9/27/23 0:00','9/27/23 0:00','1822 0334',30,M,H,501,102,IC,8
'8/15/24 0:00','8/14/24 0:00',344,36,M,H,101,400,IC,4
'12/18/21 0:00','12/17/21 0:00',344,36,M,H,101,400,IC,5
'10/1/21 0:00','9/29/21 0:00','0329 0311',61,M,H,502,400,IC,8
'12/4/23 0:00','12/4/23 0:00','2004 0400 1822',21,M,W,701,400,IC,7
'1/8/23 0:00','1/8/23 0:00','0334 1402 2000 1813 0421',34,F,O,501,200,AA,8
'1/23/22 0:00','1/21/22 0:00',344,36,M,H,707,400,IC,5
'5/20/23 0:00','5/19/23 0:00','1601 0344 1822',27,F,H,101,400,IC,3
'4/22/22 0:00','4/22/22 0:00','0930 0922 1822',46,M,H,501,400,IC,3
'2/6/21 0:00','2/6/21 0:00','1822 0334 0411 2004 1218',41,M,B,214,202,IC,2
'1/19/23 0:00','1/19/23 0:00','0446 0416 0319',21,M,B,203,400,IC,7
'1/3/21 0:00','1/2/21 0:00',344,36,M,H,101,400,IC,4
'7/15/20 0:00','7/15/20 0:00','0329 0913 1814 1609',25,F,H,501,400,IC,8
'9/14/23 0:00','9/14/23 0:00','0400 0913 2000 0411 1218 2004 2033',48,M,O,502,200,AO,2
'1/2/22 0:00','1/2/22 0:00','2004 0445 0416 0344 1402',30,F,H,108,400,AA,2
'7/3/20 0:00','7/3/20 0:00',314,68,F,A,502,400,IC,3
'12/25/20 0:00','12/25/20 0:00','1822 0342 0334 0302 1100 0369 0421 0906 0371 0450',39,M,H,101,102,IC,2
'3/18/20 0:00','3/18/20 0:00',344,36,M,H,101,400,IC,5
'2/19/23 0:00','2/18/23 0:00','0344 0385',37,M,C,506,400,IC,3
'10/3/20 0:00','10/3/20 0:00','0344 1202',66,M,H,203,400,IC,4
'6/22/22 0:00','6/20/22 0:00','2000 1813 0416 0913',40,F,B,502,400,IC,7
'10/27/20 0:00','10/25/20 0:00','0329 1822 1414 1420',36,M,O,602,400,IC,8
'9/8/22 0:00','9/8/22 0:00',344,36,M,H,101,400,IC,5
'7/5/20 0:00','7/5/20 0:00','1822 0329',36,M,O,725,400,IC,8
'3/19/22 0:00','3/18/22 0:00','0344 1822 0394',35,F,H,501,400,IC,4
'9/22/20 0:00','8/25/20 0:00','0344 1822 0394 0352',38,F,K,502,400,IC,4
'4/14/21 0:00','4/4/21 0:00',394,45,F,H,119,400,IC,4
'3/11/21 0:00','2/26/21 0:00',930,40,F,H,101,400,IC,3
'1/7/20 0:00','1/6/20 0:00',344,53,M,H,101,400,IC,4
'11/24/22 0:00','11/24/22 0:00','0329 1822 2002',33,M,H,502,400,AO,8
'8/29/20 0:00','8/28/20 0:00',344,36,M,H,101,400,IC,5
'12/26/21 0:00','12/14/21 0:00','0394 1822',58,F,A,121,400,IC,4
'8/23/20 0:00','8/21/20 0:00','0416 0913 0603 0361 0501',10,M,B,501,308,AA,2
'9/20/22 0:00','9/1/22 0:00','0701 0800 0100 1822',27,F,O,502,400,IC,7
'9/22/22 0:00','9/21/22 0:00',344,36,M,H,101,400,IC,5
'7/22/22 0:00','7/21/22 0:00','0329 1307 1300 1414',32,M,H,122,400,IC,8
'3/31/23 0:00','3/29/23 0:00','1300 1307 1822 0344',39,M,B,707,400,IC,4
'8/2/21 0:00','8/2/21 0:00','0344 0358 1607 1822',20,M,H,502,207,AA,3
'6/2/20 0:00','6/2/20 0:00','1402 0329 1822',36,M,H,242,400,AA,8
'8/14/22 0:00','8/14/22 0:00','1609 0321 1202',73,F,A,501,400,IC,3
'4/12/21 0:00','4/12/21 0:00','1300 0329 1822 1202',66,M,H,122,400,IC,8
'6/19/23 0:00','5/30/23 0:00',377,41,F,W,203,400,IC,3
'1/19/23 0:00','1/19/23 0:00',446,33,F,W,101,400,IC,7
'8/18/22 0:00','8/18/22 0:00','2004 0334 1822 1414 0416 0445 0359',42,M,H,102,304,IC,2
'12/3/21 0:00','11/30/21 0:00','0930 1822',35,M,H,501,400,IC,3
'8/12/23 0:00','8/10/23 0:00',344,36,M,H,104,400,IC,5
'10/25/21 0:00','10/25/21 0:00','0329 1607 1302 0344',61,F,W,108,400,IC,3
'4/7/24 0:00','4/7/24 0:00','0443 0329 1309 1227',22,M,O,101,500,IC,10
'3/13/20 0:00','3/13/20 0:00','1822 0344 0216 0314',45,M,W,501,400,IC,3
'9/2/22 0:00','9/1/22 0:00','0100 1822 0344',31,F,B,501,400,IC,3
'10/20/21 0:00','10/20/21 0:00','1300 0329 0913 1402',24,M,B,101,500,IC,8
'11/17/22 0:00','11/17/22 0:00','0416 1258 0913 0553',13,F,H,502,308,AO,7
'3/30/20 0:00','3/28/20 0:00',329,36,M,H,235,400,IC,8
'8/2/20 0:00','8/2/20 0:00','0913 0555 0416 1259 0602',13,M,B,501,308,AA,7
'4/11/20 0:00','4/10/20 0:00',329,36,F,H,122,400,IC,8
'5/4/24 0:00','5/2/24 0:00','1822 0344',36,M,H,404,400,AA,4
'6/22/24 0:00','6/22/24 0:00','0329 1822 1307',33,F,H,122,400,IC,8
'6/17/24 0:00','6/16/24 0:00',344,36,M,H,101,400,IC,5
'11/21/21 0:00','11/21/21 0:00','0416 1822',29,F,W,210,400,IC,7
'6/18/22 0:00','6/18/22 0:00',344,36,M,H,101,400,IC,5
'5/20/24 0:00','5/20/24 0:00','1218 0444 2009',26,M,H,753,400,IC,7
'12/4/21 0:00','12/4/21 0:00','1822 0342 1300 0416 0448 0344 0216 2024',26,F,H,203,400,IC,2
'12/13/21 0:00','12/13/21 0:00',1402,36,M,H,101,400,AA,4
'4/22/24 0:00','4/20/24 0:00',344,36,M,H,101,400,IC,4
'8/1/22 0:00','7/29/22 0:00','1822 0329',46,M,B,108,400,IC,5
'1/23/22 0:00','1/23/22 0:00','0329 1300 0416',68,F,H,101,200,IC,8
'11/12/20 0:00','11/9/20 0:00','1300 0329 1822',56,F,H,122,400,IC,8
'5/29/22 0:00','5/28/22 0:00','1822 0329',36,M,H,502,400,IC,8
'5/2/22 0:00','4/14/22 0:00','1606 1300 1822 0344',28,F,A,707,400,IC,3
'10/15/20 0:00','10/11/20 0:00','0344 1300 1606',21,F,B,707,400,IC,4
'5/3/21 0:00','5/3/21 0:00','0325 1402 2004',36,M,H,404,400,IC,4
'12/6/23 0:00','12/2/23 0:00','0385 1822',64,M,F,116,400,IC,3
'12/23/22 0:00','12/10/22 0:00',344,45,F,H,101,400,IC,3
'1/29/21 0:00','1/29/21 0:00',344,36,M,H,108,400,IC,4
'8/19/23 0:00','8/18/23 0:00','1300 0344',59,F,W,101,400,IC,4
'8/29/20 0:00','8/29/20 0:00','0329 1307',48,M,O,122,400,IC,8
'5/23/22 0:00','5/20/22 0:00','0344 1606',59,M,B,108,400,IC,3
'3/16/20 0:00','3/16/20 0:00','0913 0416 0429 1309',25,M,H,501,400,IC,7
'8/9/21 0:00','8/9/21 0:00','0913 0558 0602 0416',21,M,H,501,400,AO,7
'4/3/22 0:00','4/3/22 0:00',344,36,M,H,108,400,AA,5
'3/2/23 0:00','3/2/23 0:00','1822 0100 0922',44,F,H,501,400,IC,3
'8/10/24 0:00','8/9/24 0:00',344,36,M,H,707,400,IC,5
'7/12/21 0:00','7/12/21 0:00','2004 0907 1402 1218 0430 1100 1822',26,M,H,102,102,IC,2
'3/6/23 0:00','3/5/23 0:00','0302 0337 0334 0345 0850',14,F,H,102,102,IC,2
'10/24/20 0:00','10/24/20 0:00','1822 0344 1606',36,M,H,101,400,IC,3
'9/12/21 0:00','9/12/21 0:00','1606 0344',39,M,W,108,400,IC,4
'5/29/22 0:00','5/28/22 0:00','1609 0329 1822',35,F,H,502,400,AA,8
'6/7/22 0:00','3/17/21 0:00','0913 0601 0344',36,M,H,203,400,AA,7
'3/10/22 0:00','3/10/22 0:00','0344 0321',69,F,O,501,400,IC,3
'4/10/22 0:00','4/8/22 0:00',344,36,M,H,101,400,IC,4
'5/29/23 0:00','5/26/23 0:00','0344 1601 1607 1605',36,M,H,210,400,IC,3
'12/7/22 0:00','12/7/22 0:00','0334 0445 0411 1822 2004',50,M,H,202,200,IC,2
'10/7/22 0:00','10/7/22 0:00','0913 1206 0344 1823',22,F,W,102,400,IC,3
'4/16/20 0:00','4/16/20 0:00','0400 0416',57,M,B,108,400,IC,7
'8/3/24 0:00','8/2/24 0:00',344,36,M,H,101,400,IC,4
'3/21/23 0:00','3/15/22 0:00','0377 1822',36,M,H,501,400,IC,3
'12/1/22 0:00','12/1/22 0:00','0329 1601 0913 0553 0602 0432 0416 0446 2004',50,F,B,502,400,AA,3
'8/31/22 0:00','8/31/22 0:00','0910 9999 2003 2052',36,M,O,834,400,IC,10
'4/20/20 0:00','4/20/20 0:00','0377 0386 1822 0344 1606',56,F,W,101,400,IC,4
'3/5/20 0:00','3/4/20 0:00','0329 1609',36,M,H,109,400,IC,8
'4/28/21 0:00','4/28/21 0:00',344,36,M,H,101,400,IC,5
'12/16/21 0:00','3/1/20 0:00',1259,15,F,H,101,400,AA,9
'6/8/22 0:00','6/8/22 0:00','0913 1300 2000 1813 0416',51,F,B,502,400,AA,3
'9/6/22 0:00','9/1/22 0:00','0930 0929 1822 0100',34,F,H,501,400,IC,3
'6/28/20 0:00','6/27/20 0:00',344,36,M,H,101,400,IC,5
'5/18/21 0:00','5/17/21 0:00',344,36,M,H,101,400,IC,4
'7/24/21 0:00','7/24/21 0:00','1822 0334 1402',55,M,H,101,204,IC,2
'1/9/21 0:00','1/9/21 0:00','0906 0430 1822',27,F,H,101,102,AA,2
'8/21/23 0:00','1/1/23 0:00','1258 0522 0510 1402 0913 1801 1817',11,F,H,502,400,AO,9
'5/3/23 0:00','5/3/23 0:00',344,36,M,H,101,400,IC,4
'3/4/24 0:00','3/3/24 0:00','1822 0344 0100 0929 0930',23,M,O,602,400,IC,3
'3/20/23 0:00','3/19/23 0:00','1501 0359 0319',54,M,H,501,400,IC,10
'9/29/21 0:00','9/29/21 0:00','1822 0800 0701 0100 0337 0432 0906',23,M,H,502,400,IC,7
'4/10/22 0:00','4/6/22 0:00','0329 1822',26,M,B,102,400,IC,8
'4/16/24 0:00','4/16/24 0:00','0337 0334 1822',47,M,H,108,200,AA,2
'12/6/23 0:00','12/2/23 0:00',344,30,M,H,501,400,IC,4
'4/4/20 0:00','4/4/20 0:00',344,36,M,H,108,400,AA,5
'3/22/23 0:00','1/20/20 0:00','0929 0928 1822 0100',30,M,W,501,400,IC,3
'7/12/23 0:00','7/11/23 0:00',1501,36,M,H,701,400,IC,10
'9/12/22 0:00','7/8/22 0:00','1822 1601 0321 0344',21,F,W,502,400,IC,3
'1/7/20 0:00','1/6/20 0:00',344,36,M,H,101,400,IC,5
'8/24/20 0:00','6/1/20 0:00','1402 1415 1258 0556 0522 0503 0512 0527 0519 0913',7,F,H,707,400,AO,1
'8/9/21 0:00','8/9/21 0:00',377,31,M,H,501,400,IC,3
'8/1/22 0:00','8/1/22 0:00','1822 0100 0922',42,F,H,602,400,IC,3
'11/27/23 0:00','11/27/23 0:00','0913 1817 0400 0443',54,F,B,501,503,IC,2
'1/27/22 0:00','1/22/22 0:00','1822 0421 1218',31,M,W,104,511,IC,8
'3/13/23 0:00','3/9/23 0:00',344,42,F,K,404,400,IC,3
'5/16/24 0:00','5/12/24 0:00',344,36,M,H,707,400,IC,5
'7/30/23 0:00','7/30/23 0:00','1307 0344',48,M,F,101,400,IC,3
'2/22/22 0:00','2/22/22 0:00','0302 1100 1407',21,M,H,109,102,IC,8
'6/30/23 0:00','6/30/23 0:00','0325 2024',22,M,H,203,400,IC,4
'8/21/20 0:00','8/21/20 0:00','2000 1243 0400 0416 1814 2002',30,F,H,501,400,IC,7
'2/19/23 0:00','2/19/23 0:00','0329 1822 2004',36,M,H,122,400,AA,8
'7/8/20 0:00','7/6/20 0:00',344,36,M,H,101,400,IC,5
'1/2/23 0:00','1/2/23 0:00','1814 0408 2000 0913',34,F,W,502,400,AA,2
'5/1/23 0:00','4/30/23 0:00',344,36,M,H,101,400,IC,5
'4/22/21 0:00','4/22/21 0:00','0334 0603 0913 1817',45,M,H,502,102,AO,8
'3/24/24 0:00','3/15/24 0:00','1251 0216 1822 0522',22,F,A,210,400,IC,9
'3/8/23 0:00','3/2/23 0:00',344,29,M,F,103,400,IC,3
'11/1/21 0:00','10/31/21 0:00','0332 1607 0349',36,M,H,710,500,IC,3
'3/4/22 0:00','3/3/22 0:00',344,36,M,H,101,400,IC,5
'11/27/21 0:00','11/27/21 0:00','1822 1402 0369 0319 0334',43,M,H,103,204,AO,2
'1/13/21 0:00','1/13/20 0:00',344,36,M,H,101,400,IC,5
'8/9/21 0:00','8/5/21 0:00',344,36,M,H,101,400,IC,5
'4/13/22 0:00','4/9/22 0:00','0385 1822',28,M,H,101,400,AO,3
'1/16/24 0:00','1/12/24 0:00','0334 0445 1202 1822 2044',65,M,H,101,201,AA,2
'10/14/22 0:00','10/13/22 0:00',344,36,M,H,101,400,IC,5
'5/7/22 0:00','5/7/22 0:00',344,34,M,H,101,500,IC,7
'10/15/22 0:00','10/10/22 0:00','2000 0913 0340 1251 1814 0432 0429',21,F,A,722,400,IC,7
'1/24/21 0:00','12/8/20 0:00',344,61,F,O,504,400,IC,3
'8/13/21 0:00','8/12/21 0:00','2000 0448 0444 0401',38,F,H,501,400,IC,7
'2/11/22 0:00','2/10/22 0:00','2000 0913 1814 0416 0419 2038',30,F,B,502,400,AO,8
'5/6/21 0:00','5/6/21 0:00','0416 0913',47,M,H,101,400,IC,7
'4/26/21 0:00','4/26/21 0:00','0344 0377 0386 1606',22,F,B,108,400,IC,3
'9/27/23 0:00','9/27/23 0:00',446,68,F,H,710,400,AO,7
'6/18/22 0:00','6/18/22 0:00',385,36,M,H,101,400,IC,3
'2/12/23 0:00','2/12/23 0:00','0603 0913 0443',30,F,H,502,511,IC,10
'4/15/22 0:00','4/15/22 0:00','1300 1822 0329 1309',33,F,H,122,400,IC,8
'10/6/21 0:00','10/4/21 0:00','1822 0444',30,M,H,104,400,IC,7
'12/11/22 0:00','12/10/22 0:00',344,36,M,H,101,400,IC,5
'2/28/24 0:00','8/8/23 0:00',329,36,M,H,710,400,IC,8
'8/8/23 0:00','8/2/23 0:00',1822,52,M,W,501,400,IC,3
'8/29/20 0:00','8/29/20 0:00','0443 0421',46,F,W,103,511,AA,10
'11/1/22 0:00','10/29/22 0:00','0344 0346',29,M,H,707,400,IC,4
'12/24/20 0:00','12/24/20 0:00','0344 0432 0443 0444 0342 1309 1822',58,M,H,101,113,IC,2
'11/1/21 0:00','10/31/21 0:00','1822 0344 1307 1609',24,M,B,101,400,IC,3
'10/25/21 0:00','10/24/21 0:00','0344 0397',43,M,H,221,400,IC,3
'10/6/20 0:00','10/3/20 0:00','0913 0552 0500 0522 1257',3,F,H,501,400,AO,9
'8/16/23 0:00','8/15/23 0:00','0394 1822',32,M,W,507,400,IC,3
'12/19/22 0:00','12/11/22 0:00','0344 1822 2032',35,M,B,502,400,IC,3
'5/17/20 0:00','5/17/20 0:00','1317 0430 0906 1822',21,M,H,101,500,IC,2
'7/11/23 0:00','7/11/23 0:00','0329 1300',30,M,H,122,400,IC,8
'2/28/21 0:00','2/28/21 0:00','1420 1606 0344 1309 1822',43,M,H,101,400,IC,4
'8/23/22 0:00','8/22/22 0:00',344,36,M,H,101,400,IC,5
'10/20/23 0:00','10/19/23 0:00','1606 0344',36,M,H,108,400,IC,4
'4/4/24 0:00','4/3/24 0:00',344,36,M,H,108,400,IC,3
'2/1/24 0:00','12/28/23 0:00','1300 1307 0344 0329',24,M,H,123,400,IC,3
'10/22/22 0:00','10/22/22 0:00','1251 1820 0416 0913 1414',21,M,A,502,500,IC,2
'8/31/22 0:00','8/31/22 0:00','0421 1402 2004 1266 1822',54,M,B,108,511,AA,10
'4/25/23 0:00','4/25/23 0:00','0913 2000 0416 1814 1414 0400 0446',32,M,B,502,400,AO,7
'2/11/20 0:00','2/11/20 0:00',1501,57,M,H,502,400,IC,10
'12/6/22 0:00','12/3/22 0:00','1300 0329 1822',36,F,W,108,400,IC,8
'12/2/22 0:00','12/2/22 0:00','1309 0446 0421 0416',47,F,B,501,400,IC,7
'10/16/21 0:00','10/16/21 0:00','1609 0329',43,M,O,710,400,AA,8
'1/6/24 0:00','1/6/24 0:00','0448 2000 2021 1813 1206 1300 0416 0417 0444 2002',31,F,B,707,400,AO,7
'4/26/20 0:00','3/16/20 0:00','1602 0358 0385 0202',47,F,W,121,400,IC,3
'1/15/24 0:00','1/15/24 0:00','0329 1609',42,M,H,203,400,IC,8
'10/17/23 0:00','10/17/23 0:00','1822 0325',36,M,H,203,400,IC,4
'5/16/20 0:00','5/15/20 0:00',344,36,M,H,101,400,IC,5
'11/2/21 0:00','5/1/21 0:00',1822,26,M,W,602,400,IC,3
'8/12/23 0:00','8/12/23 0:00',416,53,F,W,102,400,IC,7
'7/2/23 0:00','7/1/23 0:00',344,36,M,H,101,400,IC,5
'3/2/22 0:00','1/1/22 0:00','0930 1822 0100',42,F,H,750,400,IC,3
'6/25/21 0:00','6/23/21 0:00',344,30,M,W,108,400,IC,3
'2/24/21 0:00','2/22/21 0:00','1300 0344',19,F,O,101,400,IC,3
'4/3/22 0:00','4/2/22 0:00','1402 0329 1609',19,F,W,502,400,IC,8
'5/25/22 0:00','5/25/22 0:00','2000 0913 1814 0447 1202',61,M,H,501,212,IC,2
'10/18/21 0:00','9/28/21 0:00','0930 1822 0922',20,M,O,501,400,IC,3
'5/9/20 0:00','5/8/20 0:00','1309 0919 0443 1822',28,F,W,117,304,IC,2
'5/14/21 0:00','5/14/21 0:00','0913 1259 0522 0361 1268',14,F,W,502,400,AO,9
'10/3/23 0:00','5/3/23 0:00','0913 0100 0930',67,F,H,501,400,IC,3
'12/23/22 0:00','12/20/22 0:00','1822 0344',45,M,H,102,400,IC,3
'7/11/22 0:00','7/11/22 0:00','2000 1813 0416',31,F,H,501,400,AO,7
'2/10/22 0:00','2/10/22 0:00','1822 0344',26,F,O,212,400,IC,4
'10/20/23 0:00','10/20/23 0:00','0416 2004 2002 0429',26,M,O,502,400,IC,7
'6/16/22 0:00','6/16/22 0:00','0325 0352 0378',47,M,H,404,400,IC,3
'9/19/22 0:00','9/15/22 0:00','0344 1300 0385',77,M,H,101,400,IC,3
'6/9/24 0:00','6/8/24 0:00',344,36,M,H,101,400,IC,5
'5/20/24 0:00','5/20/24 0:00',344,36,M,H,108,400,AA,5
'9/7/23 0:00','8/3/23 0:00','0344 1822 0385 1300',24,M,H,506,400,IC,3
'7/8/23 0:00','7/8/23 0:00',325,36,M,O,203,400,IC,3
'4/25/21 0:00','4/25/21 0:00','0416 0913',37,M,K,108,400,AO,7
'11/27/20 0:00','11/26/20 0:00','0416 0444 1218',48,F,W,401,400,IC,7
'6/18/23 0:00','6/18/23 0:00',325,22,M,H,203,400,IC,4
'1/7/22 0:00','1/6/22 0:00','1822 1414 0329 0344 0377 1307 1609',25,M,W,101,400,IC,3
'12/23/20 0:00','12/20/20 0:00','1100 0329',43,M,H,122,400,IC,8
'3/5/23 0:00','3/4/23 0:00','1822 0344 1609 0329',36,M,H,203,500,IC,3
'5/26/21 0:00','5/21/21 0:00',344,55,M,W,108,400,IC,3
'6/30/22 0:00','6/30/22 0:00','2004 1822 0446 0416 0400 0369 0443 2051 2049 0910',35,M,H,801,400,IC,7
'6/5/22 0:00','6/4/22 0:00',344,36,M,H,707,400,IC,5
'5/5/21 0:00','5/4/21 0:00','0344 1402 1822 1606 1300',37,M,O,101,400,IC,4
'5/28/20 0:00','5/26/20 0:00','0344 1822 1300',39,F,O,707,400,IC,3
'5/2/21 0:00','5/2/21 0:00','0344 1822 0342',64,M,A,501,400,IC,5
